request_type,date_from,date_to,count,status_code,fetch_status,message,process_date,doc_id,doc_type_code,filer_name,filer_name_eng,edinet_code,sec_code,period_start,period_end,submit_date_time,form_code,seq_number,fund_code,doc_description,jcn,xbrl_flag,pdf_flag,csv_flag
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1TC,130,扶桑化学工業株式会社,"Fuso Chemical Industry Co., Ltd.",E01056,43680,,,2024-07-12 11:50:00,030001,416,,訂正有価証券報告書－第67期(2023/04/01－2024/03/31),6120001088372,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1AV,140,株式会社マルヨシセンター,"Maruyoshi Center Co., Ltd.",E03272,75150,2024-03-01,2024-05-31,2024-07-12 11:56:00,043000,420,,四半期報告書－第65期第1四半期(2024/03/01－2024/05/31),3470001003902,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1D2,140,株式会社セブン＆アイ・ホールディングス,"Seven & i Holdings Co., Ltd.",E03462,33820,2024-03-01,2024-05-31,2024-07-12 12:20:00,043000,426,,四半期報告書－第20期第1四半期(2024/03/01－2024/05/31),1010001095203,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1OD,140,和田興産株式会社,"Wada Kosan Co., Ltd.",E04029,89310,2024-03-01,2024-05-31,2024-07-12 12:35:00,043000,429,,四半期報告書－第59期第1四半期(2024/03/01－2024/05/31),9140001017079,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U105,140,キユーピー株式会社,Kewpie Corporation,E00464,28090,2024-03-01,2024-05-31,2024-07-12 12:59:00,043000,433,,四半期報告書－第112期第2四半期(2024/03/01－2024/05/31),6011001006277,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U0UJ,140,株式会社ファーストリテイリング,"Fast Retailing Co., Ltd.",E03217,99830,2024-03-01,2024-05-31,2024-07-12 13:00:00,043000,434,,四半期報告書－第63期第3四半期(2024/03/01－2024/05/31),9250001000684,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1UO,180,株式会社クラダシ,"Kuradashi Co., Ltd.",E38682,58840,,,2024-07-12 13:00:00,053000,435,,臨時報告書,3011001100958,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1UF,180,株式会社サンリオ,"Sanrio Co., Ltd.",E02655,81360,,,2024-07-12 13:02:00,053000,438,,臨時報告書,5010701003956,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U02Y,030,プルデンシャル・ファイナンシャル・インク,prudential financial inc.,E05916,,,,2024-07-12 13:05:00,072000,439,,有価証券届出書（組込方式）,,False,True,False
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1VG,140,株式会社ありがとうサービス,"Thank you Service Co., Ltd.",E26821,31770,2024-03-01,2024-05-31,2024-07-12 13:10:00,043000,441,,四半期報告書－第26期第1四半期(2024/03/01－2024/05/31),2500001012603,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1VF,140,プリントネット株式会社,"Printnet Co., Ltd.",E34363,78050,2024-03-01,2024-05-31,2024-07-12 13:10:00,043000,442,,四半期報告書－第39期第3四半期(2024/03/01－2024/05/31),9340001008231,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1VM,140,株式会社エクスモーション,"Exmotion Co., Ltd.",E34140,43940,2024-03-01,2024-05-31,2024-07-12 13:14:00,043000,447,,四半期報告書－第17期第2四半期(2024/03/01－2024/05/31),5010401077862,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1LT,140,株式会社大和,"Yamato Co., Ltd.",E03025,82470,2024-03-01,2024-05-31,2024-07-12 13:14:00,043000,448,,四半期報告書－第109期第1四半期(2024/03/01－2024/05/31),6220001003957,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1GV,140,霞ヶ関キャピタル株式会社,"Kasumigaseki Capital Co., Ltd.",E34289,34980,2024-03-01,2024-05-31,2024-07-12 13:28:00,043000,455,,四半期報告書－第13期第3四半期(2024/03/01－2024/05/31),3370103000741,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1DX,140,アクサスホールディングス株式会社,"Axus Holdings Co., Ltd.",E31968,35360,2024-03-01,2024-05-31,2024-07-12 13:30:00,043000,458,,四半期報告書－第9期第3四半期(2024/03/01－2024/05/31),3480001009568,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U0I2,140,株式会社髙島屋,"Takashimaya Co., Ltd.",E03013,82330,2024-03-01,2024-05-31,2024-07-12 13:30:00,043000,459,,四半期報告書－第159期第1四半期(2024/03/01－2024/05/31),5120001077467,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1RT,140,株式会社メディカル一光グループ,"Medical Ikko Group Co., Ltd.",E03443,33530,2024-03-01,2024-05-31,2024-07-12 13:42:00,043000,464,,四半期報告書－第40期第1四半期(2024/03/01－2024/05/31),2190001001175,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1WI,140,株式会社三陽商会,"Sanyo Shokai Co., Ltd.",E00593,80110,2024-03-01,2024-05-31,2024-07-12 13:44:00,043000,466,,四半期報告書－第82期第1四半期(2024/03/01－2024/05/31),1010401075845,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1GM,140,株式会社エスポア,"Espore Co., Ltd.",E04086,32600,2024-03-01,2024-05-31,2024-07-12 14:00:00,043000,471,,四半期報告書－第53期第1四半期(2024/03/01－2024/05/31),2180001055214,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1WV,130,株式会社ＮＥＷ　ＡＲＴ　ＨＯＬＤＩＮＧＳ,"NEW ART HOLDINGS Co., Ltd.",E03333,76380,,,2024-07-12 14:09:00,030001,475,,訂正有価証券報告書－第30期(2023/04/01－2024/03/31),9010001046693,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1TK,140,松竹株式会社,"Shochiku Co., Ltd.",E04582,96010,2024-03-01,2024-05-31,2024-07-12 14:09:00,043000,476,,四半期報告書－第159期第1四半期(2024/03/01－2024/05/31),6010001034809,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U0V4,140,株式会社ライトオン,"Right On Co., Ltd.",E03240,74450,2024-03-01,2024-05-31,2024-07-12 14:10:00,043000,479,,四半期報告書－第45期第3四半期(2024/03/01－2024/05/31),9050001016214,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1N6,140,株式会社ハローズ,"Hallows Co., Ltd.",E03395,27420,2024-03-01,2024-05-31,2024-07-12 14:15:00,043000,483,,四半期報告書－第67期第1四半期(2024/03/01－2024/05/31),7240001031724,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1X0,180,株式会社ジェイエスエス,"JSS Co., Ltd.",E27506,60740,,,2024-07-12 14:19:00,053000,485,,臨時報告書,1120001064799,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1XD,140,株式会社エスケイジャパン,"SK Japan Co., Ltd.",E02897,76080,2024-03-01,2024-05-31,2024-07-12 14:24:00,043000,486,,四半期報告書－第36期第1四半期(2024/03/01－2024/05/31),9120001075509,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U13Q,180,スズキ株式会社,Suzuki Motor Corporation,E02167,72690,,,2024-07-12 14:26:00,053000,487,,臨時報告書,8080401002431,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1WM,140,株式会社フェリシモ,"Felissimo Co., Ltd.",E03467,33960,2024-03-01,2024-05-31,2024-07-12 14:28:00,043000,488,,四半期報告書－第60期第1四半期(2024/03/01－2024/05/31),4140001022298,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U19H,140,株式会社オンワードホールディングス,"Onward Holdings Co., Ltd.",E02521,80160,2024-03-01,2024-05-31,2024-07-12 14:34:00,043000,491,,四半期報告書－第78期第1四半期(2024/03/01－2024/05/31),4010001034736,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1B1,180,株式会社オンワードホールディングス,"Onward Holdings Co., Ltd.",E02521,80160,,,2024-07-12 14:35:00,053000,493,,臨時報告書,4010001034736,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1KR,140,株式会社トリプルアイズ,"Triple Eyes Co., Ltd.",E37458,50260,2024-03-01,2024-05-31,2024-07-12 14:48:00,043000,496,,四半期報告書－第16期第3四半期(2024/03/01－2024/05/31),3011001072652,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1MQ,140,株式会社昴,"Subaru Co., Ltd.",E04941,97780,2024-03-01,2024-05-31,2024-07-12 14:52:00,043000,498,,四半期報告書－第67期第1四半期(2024/03/01－2024/05/31),7340001002293,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1UA,140,株式会社農業総合研究所,"Agricultural Research Institute Co., Ltd.",E32351,35410,2024-03-01,2024-05-31,2024-07-12 15:00:00,043000,502,,四半期報告書－第18期第3四半期(2024/03/01－2024/05/31),5170001006371,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1AX,140,株式会社ベクトル,"Vector Co., Ltd.",E26428,60580,2024-03-01,2024-05-31,2024-07-12 15:00:00,043000,503,,四半期報告書－第33期第1四半期(2024/03/01－2024/05/31),6010401027065,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1KK,140,株式会社ジャステック,"Justec Co., Ltd.",E04834,97170,2024-03-01,2024-05-31,2024-07-12 15:00:00,043000,504,,四半期報告書－第54期第2四半期(2024/03/01－2024/05/31),4010401014057,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1Q5,180,ヤマシンフィルタ株式会社,"Yamashin Filter Co., Ltd.",E30917,62400,,,2024-07-12 15:00:00,053000,505,,臨時報告書,5020001023159,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1K9,180,株式会社マツキヨココカラ＆カンパニー,"Matsuki Yokokokara & Company Co., Ltd.",E03519,30880,,,2024-07-12 15:00:00,053000,506,,臨時報告書,2040001040238,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U14K,140,株式会社プロディライト,"Prodelight Co., Ltd.",E38641,55800,2024-03-01,2024-05-31,2024-07-12 15:00:00,043000,509,,四半期報告書－第17期第3四半期(2024/03/01－2024/05/31),1120001146779,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1Y7,040,フィットイージー株式会社,"Fit Easy Co., Ltd.",E39732,,,,2024-07-12 15:00:00,024001,510,,訂正有価証券届出書（新規公開時）,3200001035344,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U0T6,140,株式会社マネーフォワード,"Money Forward Co., Ltd.",E33390,39940,2024-03-01,2024-05-31,2024-07-12 15:00:00,043000,514,,四半期報告書－第13期第2四半期(2024/03/01－2024/05/31),6011101063359,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1IC,140,株式会社メディアドゥ,"Media Do Co., Ltd.",E30002,36780,2024-03-01,2024-05-31,2024-07-12 15:00:00,043000,516,,四半期報告書－第26期第1四半期(2024/03/01－2024/05/31),2180001047905,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1M9,140,ＵＵＵＭ株式会社,"UUUM Co., Ltd.",E33359,39900,2024-03-01,2024-05-31,2024-07-12 15:00:00,043000,517,,四半期報告書－第11期第4四半期(2024/03/01－2024/05/31),9011001095607,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1HI,140,シリコンスタジオ株式会社,"Silicon Studio Co., Ltd.",E31256,39070,2024-03-01,2024-05-31,2024-07-12 15:00:00,043000,518,,四半期報告書－第26期第2四半期(2024/03/01－2024/05/31),5011001033280,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1HG,140,株式会社ＥＬＥＭＥＮＴＳ,"ELEMENTS Co., Ltd.",E38169,52460,2024-03-01,2024-05-31,2024-07-12 15:00:00,043000,519,,四半期報告書－第11期第2四半期(2024/03/01－2024/05/31),4011001098069,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U0Y1,140,株式会社サーバーワークス,"Server Works Co., Ltd.",E31580,44340,2024-03-01,2024-05-31,2024-07-12 15:00:00,043000,521,,四半期報告書－第26期第1四半期(2024/03/01－2024/05/31),1011101054073,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1II,140,株式会社サイエンスアーツ,"Science Arts Co., Ltd.",E37095,44120,2024-03-01,2024-05-31,2024-07-12 15:00:00,043000,522,,四半期報告書－第21期第3四半期(2024/03/01－2024/05/31),3010001129272,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1YH,140,株式会社幸和製作所,"Kowa Manufacturing Co., Ltd.",E33491,78070,2024-03-01,2024-05-31,2024-07-12 15:00:00,043000,523,,四半期報告書－第38期第1四半期(2024/03/01－2024/05/31),4120101002219,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1X6,130,株式会社　リソー教育,"Resaw Education Co., Ltd.",E05024,47140,,,2024-07-12 15:00:00,030001,526,,訂正有価証券報告書－第36期(2020/03/01－2021/02/28),2013301009186,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1Y6,140,ウォンテッドリー株式会社,"Wantedly Co., Ltd.",E33364,39910,2024-03-01,2024-05-31,2024-07-12 15:01:00,043000,529,,四半期報告書－第14期第3四半期(2024/03/01－2024/05/31),9011001066673,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U19N,140,株式会社セラク,"Serac Co., Ltd.",E32397,61990,2024-03-01,2024-05-31,2024-07-12 15:01:00,043000,534,,四半期報告書－第37期第3四半期(2024/03/01－2024/05/31),1011101032087,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1SP,140,マテリアルグループ株式会社,"Material Group Co., Ltd.",E39473,156A0,2024-03-01,2024-05-31,2024-07-12 15:01:00,043000,535,,四半期報告書－第11期第3四半期(2024/03/01－2024/05/31),8010401113771,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1P8,140,ティアンドエス株式会社,"T&S Co., Ltd.",E35824,40550,2024-03-01,2024-05-31,2024-07-12 15:01:00,043000,536,,四半期報告書－第9期第2四半期(2024/03/01－2024/05/31),6020001118494,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1UR,140,ＡＨＣグループ株式会社,"AHC Group Co., Ltd.",E35250,70830,2024-03-01,2024-05-31,2024-07-12 15:01:00,043000,538,,四半期報告書－第15期第2四半期(2024/03/01－2024/05/31),4010001139584,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1FH,140,株式会社ラストワンマイル,"Last One Mile Co., Ltd.",E37098,92520,2024-03-01,2024-05-31,2024-07-12 15:01:00,043000,539,,四半期報告書－第13期第3四半期(2024/03/01－2024/05/31),2010001147267,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1SX,140,株式会社エルテス,"Eltes Co., Ltd.",E32750,39670,2024-03-01,2024-05-31,2024-07-12 15:01:00,043000,543,,四半期報告書－第14期第1四半期(2024/03/01－2024/05/31),4010401099544,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1WU,180,ヤマシンフィルタ株式会社,"Yamashin Filter Co., Ltd.",E30917,62400,,,2024-07-12 15:01:00,053000,547,,臨時報告書,5020001023159,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U0XD,140,株式会社ＢｅｅＸ,"BeeX Co., Ltd.",E36937,42700,2024-03-01,2024-05-31,2024-07-12 15:02:00,043000,552,,四半期報告書－第9期第1四半期(2024/03/01－2024/05/31),4010001173996,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U11A,140,株式会社ヴィッツ,"Vitz Co., Ltd.",E34739,44400,2024-03-01,2024-05-31,2024-07-12 15:02:00,043000,554,,四半期報告書－第28期第3四半期(2024/03/01－2024/05/31),9180001045035,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1YC,140,株式会社メタリアル,"Metareal Co., Ltd.",E31901,61820,2024-03-01,2024-05-31,2024-07-12 15:02:00,043000,555,,四半期報告書－第21期第1四半期(2024/03/01－2024/05/31),1010001088074,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1PU,140,株式会社エスエルディー,"SLD Co., Ltd.",E31291,32230,2024-03-01,2024-05-31,2024-07-12 15:02:00,043000,557,,四半期報告書－第22期第1四半期(2024/03/01－2024/05/31),1011001043721,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1PE,140,株式会社アドテックプラズマテクノロジー,"Adtech Plasma Technology Co., Ltd.",E02092,66680,2024-03-01,2024-05-31,2024-07-12 15:02:00,043000,559,,四半期報告書－第40期第3四半期(2024/03/01－2024/05/31),2240001029764,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1QC,140,株式会社Ｎｏ．１,"No. Co., Ltd. 1",E33037,35620,2024-03-01,2024-05-31,2024-07-12 15:02:00,043000,560,,四半期報告書－第36期第1四半期(2024/03/01－2024/05/31),8010001136248,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U0W5,140,スローガン株式会社,"Slogan Co., Ltd.",E37006,92530,2024-03-01,2024-05-31,2024-07-12 15:02:00,043000,563,,四半期報告書－第20期第1四半期(2024/03/01－2024/05/31),1010001096077,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1YR,180,株式会社ココナラ,"Coconara Co., Ltd.",E36351,41760,,,2024-07-12 15:03:00,053000,568,,臨時報告書,9010701026061,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1AJ,140,ＳＦＰホールディングス株式会社,"SFP Holdings Co., Ltd.",E31029,31980,2024-03-01,2024-05-31,2024-07-12 15:03:00,043000,574,,四半期報告書－第15期第1四半期(2024/03/01－2024/05/31),6010901028439,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1XE,150,株式会社　リソー教育,"Resaw Education Co., Ltd.",E05024,47140,,,2024-07-12 15:03:00,043001,575,,訂正四半期報告書－第37期第1四半期(2021/03/01－2021/05/31),2013301009186,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100TV05,140,株式会社協和コンサルタンツ,"Kyowa Consultants Co., Ltd.",E04884,96470,2023-12-01,2024-05-31,2024-07-12 15:04:00,043000,577,,四半期報告書－第64期第2四半期(2023/12/01－2024/05/31),2011001006553,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1M2,140,株式会社グッドパッチ,"Goodpatch Co., Ltd.",E35773,73510,2024-03-01,2024-05-31,2024-07-12 15:04:00,043000,579,,四半期報告書－第13期第3四半期(2024/03/01－2024/05/31),6010501033839,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1ID,140,株式会社オンデック,"Ondeck Co., Ltd.",E36132,73600,2024-03-01,2024-05-31,2024-07-12 15:04:00,043000,581,,四半期報告書－第17期第2四半期(2024/03/01－2024/05/31),3120001128528,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1XI,140,株式会社オキサイド,"Oxide Co., Ltd.",E36433,65210,2024-03-01,2024-05-31,2024-07-12 15:04:00,043000,582,,四半期報告書－第25期第1四半期(2024/03/01－2024/05/31),9090001011376,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1C5,140,株式会社テラスカイ,"Terrace Sky Co., Ltd.",E31453,39150,2024-03-01,2024-05-31,2024-07-12 15:05:00,043000,584,,四半期報告書－第19期第1四半期(2024/03/01－2024/05/31),5010001125410,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1LG,140,株式会社ＴＳＩホールディングス,"TSI Holdings Co., Ltd.",E25234,36080,2024-03-01,2024-05-31,2024-07-12 15:05:00,043000,585,,四半期報告書－第14期第1四半期(2024/03/01－2024/05/31),3010001140386,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1TJ,140,株式会社コパ・コーポレーション,"Copa Corporation Co., Ltd.",E35554,76890,2024-03-01,2024-05-31,2024-07-12 15:05:00,043000,586,,四半期報告書－第27期第1四半期(2024/03/01－2024/05/31),9011001050405,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U190,140,株式会社白鳩,"Shirohato Co., Ltd.",E30504,31920,2024-03-01,2024-05-31,2024-07-12 15:05:00,043000,587,,四半期報告書－第53期第1四半期(2024/03/01－2024/05/31),2130001014736,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1YE,140,株式会社ココナラ,"Coconara Co., Ltd.",E36351,41760,2024-03-01,2024-05-31,2024-07-12 15:05:00,043000,592,,四半期報告書－第13期第3四半期(2024/03/01－2024/05/31),9010701026061,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1J4,140,アステナホールディングス株式会社,"Astena Holdings Co., Ltd.",E02585,80950,2024-03-01,2024-05-31,2024-07-12 15:05:00,043000,593,,四半期報告書－第85期第2四半期(2024/03/01－2024/05/31),9010001034748,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1XF,150,株式会社　リソー教育,"Resaw Education Co., Ltd.",E05024,47140,,,2024-07-12 15:06:00,043001,595,,訂正四半期報告書－第37期第2四半期(2021/06/01－2021/08/31),2013301009186,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1XT,140,株式会社エディア,"Edia Co., Ltd.",E32238,39350,2024-03-01,2024-05-31,2024-07-12 15:06:00,043000,596,,四半期報告書－第26期第1四半期(2024/03/01－2024/05/31),3010001072274,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1EP,140,黒谷株式会社,"Kurotani Co., Ltd.",E25443,31680,2024-03-01,2024-05-31,2024-07-12 15:06:00,043000,597,,四半期報告書－第39期第3四半期(2024/03/01－2024/05/31),3230001012407,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1XM,140,ユーピーアール株式会社,"UPR Co., Ltd.",E31743,70650,2024-03-01,2024-05-31,2024-07-12 15:06:00,043000,598,,四半期報告書－第46期第3四半期(2024/03/01－2024/05/31),5250001003039,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1F3,140,株式会社魚喜,"Uoki Co., Ltd.",E03365,26830,2024-03-01,2024-05-31,2024-07-12 15:07:00,043000,606,,四半期報告書－第40期第1四半期(2024/03/01－2024/05/31),7021001002448,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1H6,140,サインポスト株式会社,"Signpost Co., Ltd.",E33519,39960,2024-03-01,2024-05-31,2024-07-12 15:07:00,043000,607,,四半期報告書－第18期第1四半期(2024/03/01－2024/05/31),1010001107305,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1WY,180,藤田エンジニアリング株式会社,"Fujita Engineering Co., Ltd.",E00277,17700,,,2024-07-12 15:07:00,053000,610,,臨時報告書,6070001008237,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1XG,150,株式会社　リソー教育,"Resaw Education Co., Ltd.",E05024,47140,,,2024-07-12 15:07:00,043001,612,,訂正四半期報告書－第37期第3四半期(2021/09/01－2021/11/30),2013301009186,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1CW,140,いちご株式会社,"Ichigo Co., Ltd.",E05314,23370,2024-03-01,2024-05-31,2024-07-12 15:08:00,043000,614,,四半期報告書－第25期第1四半期(2024/03/01－2024/05/31),1010001068118,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1UI,140,ジェイドグループ株式会社,"Jade Group Co., Ltd.",E32966,35580,2024-03-01,2024-05-31,2024-07-12 15:08:00,043000,615,,四半期報告書－第15期第1四半期(2024/03/01－2024/05/31),5010401097274,True,True,True
daily,2024-07-12,2024-07-12,470,200,200,OK,2025-12-05 14:17:52.080640+00:00,S100U1XH,130,株式会社　リソー教育,"Resaw Education Co., Ltd.",E05024,47140,,,2024-07-12 15:09:00,030001,621,,訂正有価証券報告書－第37期(2021/03/01－2022/02/28),2013301009186,True,True,True
